5,50,10,100,50,0.002358883352652896,2.1498905943435691
12,93,6,163,272,0.037816145358338125,19.594389192115251
6,73,1,156,445,16.360547434412446,1236.1911681976417
10,39,20,159,999,0.0040132564754527134,6.8295130816181917
7,96,12,93,858,0.021946588070460685,22.828378872656263
2,96,17,100,160,0.0015223300409445222,3.4388531912067242
13,34,18,137,518,0.002877927841948937,3.9502732806269085
15,38,6,116,793,0.11699226333375033,63.471161863904157
3,46,1,155,473,19.584319037313858,1495.1816823957502
6,63,9,102,133,0.0078636528393727419,6.4747755861546779
